,Date,Location,Temperature (C),Min_Temperature (C),Max_Temperature (C),Wind_Speed (m/s),Wind Direction (°),Humidity (%),Pressure (hPa),Cloud (%),Today_Rain,Tomorrow_Rain
683,2023-09-14 00:00:00,Buenos Aires,12.050000000000011,12.050000000000011,12.050000000000011,3.89,76,67,1022,23,0,0
684,2023-09-14 03:00:00,Buenos Aires,11.150000000000034,11.150000000000034,11.150000000000034,2.67,57,63,1022,0,0,0
685,2023-09-14 06:00:00,Buenos Aires,10.160000000000025,10.160000000000025,10.160000000000025,2.24,29,66,1021,0,0,0
686,2023-09-14 09:00:00,Buenos Aires,9.340000000000032,9.340000000000032,9.340000000000032,2.79,331,69,1021,0,0,0
687,2023-09-14 12:00:00,Buenos Aires,10.760000000000048,10.760000000000048,10.760000000000048,3.22,333,61,1022,2,0,0
688,2023-09-14 15:00:00,Buenos Aires,14.110000000000014,14.110000000000014,14.110000000000014,3.63,355,52,1021,78,0,0
689,2023-09-14 18:00:00,Buenos Aires,15.870000000000005,15.870000000000005,15.870000000000005,3.56,10,48,1019,85,0,0
690,2023-09-14 21:00:00,Buenos Aires,15.54000000000002,15.54000000000002,15.54000000000002,3.54,14,55,1018,87,0,0
691,2023-09-15 00:00:00,Buenos Aires,14.150000000000034,14.150000000000034,14.150000000000034,4.05,4,63,1018,93,0,0
692,2023-09-15 03:00:00,Buenos Aires,13.260000000000048,13.260000000000048,13.260000000000048,6.63,353,61,1017,90,0,0
693,2023-09-15 06:00:00,Buenos Aires,12.700000000000045,12.700000000000045,12.700000000000045,7.73,338,63,1015,64,0,0
694,2023-09-15 09:00:00,Buenos Aires,12.5,12.5,12.5,7.25,333,62,1014,6,0,0
695,2023-09-15 12:00:00,Buenos Aires,13.810000000000002,13.810000000000002,13.810000000000002,7.5,333,59,1015,5,0,0
696,2023-09-15 15:00:00,Buenos Aires,18.379999999999995,18.379999999999995,18.379999999999995,6.85,331,48,1013,9,0,0
697,2023-09-15 18:00:00,Buenos Aires,20.52000000000004,20.52000000000004,20.52000000000004,6.33,339,46,1009,52,0,0
698,2023-09-15 21:00:00,Buenos Aires,19.390000000000043,19.390000000000043,19.390000000000043,6.75,354,52,1007,93,0,0
699,2023-09-16 00:00:00,Buenos Aires,17.680000000000007,17.680000000000007,17.680000000000007,7.48,352,57,1007,96,0,0
700,2023-09-16 03:00:00,Buenos Aires,16.379999999999995,16.379999999999995,16.379999999999995,8.32,346,62,1007,96,0,0
701,2023-09-16 06:00:00,Buenos Aires,15.580000000000041,15.580000000000041,15.580000000000041,8.29,343,63,1006,66,0,0
702,2023-09-16 09:00:00,Buenos Aires,15.060000000000002,15.060000000000002,15.060000000000002,7.17,335,63,1005,2,0,0
703,2023-09-16 12:00:00,Buenos Aires,16.350000000000023,16.350000000000023,16.350000000000023,4.33,306,58,1008,1,0,0
704,2023-09-16 15:00:00,Buenos Aires,20.100000000000023,20.100000000000023,20.100000000000023,3.26,300,47,1008,0,0,0
705,2023-09-16 18:00:00,Buenos Aires,21.340000000000032,21.340000000000032,21.340000000000032,0.66,7,48,1006,0,0,1
706,2023-09-16 21:00:00,Buenos Aires,20.49000000000001,20.49000000000001,20.49000000000001,3.21,112,53,1006,0,0,1
707,2023-09-17 00:00:00,Buenos Aires,17.610000000000014,17.610000000000014,17.610000000000014,4.47,119,62,1008,0,0,1
708,2023-09-17 03:00:00,Buenos Aires,16.170000000000016,16.170000000000016,16.170000000000016,4.01,78,69,1009,0,0,1
709,2023-09-17 06:00:00,Buenos Aires,15.360000000000014,15.360000000000014,15.360000000000014,3.72,74,78,1008,1,0,1
710,2023-09-17 09:00:00,Buenos Aires,14.800000000000011,14.800000000000011,14.800000000000011,3.13,75,89,1007,2,0,0
711,2023-09-17 12:00:00,Buenos Aires,16.650000000000034,16.650000000000034,16.650000000000034,4.3,78,80,1008,3,0,1
712,2023-09-17 15:00:00,Buenos Aires,19.210000000000036,19.210000000000036,19.210000000000036,5.16,102,72,1006,25,0,0
713,2023-09-17 18:00:00,Buenos Aires,19.350000000000023,19.350000000000023,19.350000000000023,3.75,94,83,1002,55,1,0
714,2023-09-17 21:00:00,Buenos Aires,18.78000000000003,18.78000000000003,18.78000000000003,3.93,130,86,1002,91,1,0
715,2023-09-18 00:00:00,Buenos Aires,17.02000000000004,17.02000000000004,17.02000000000004,4.59,153,96,1004,96,1,0
716,2023-09-18 03:00:00,Buenos Aires,16.890000000000043,16.890000000000043,16.890000000000043,3.61,184,98,1005,100,1,0
717,2023-09-18 06:00:00,Buenos Aires,15.300000000000011,15.300000000000011,15.300000000000011,5.81,178,98,1008,100,1,0
718,2023-09-18 09:00:00,Buenos Aires,14.260000000000048,14.260000000000048,14.260000000000048,6.64,175,96,1008,100,0,0
719,2023-09-18 12:00:00,Buenos Aires,14.390000000000043,14.390000000000043,14.390000000000043,5.11,139,95,1013,100,1,0
720,2023-09-13 15:00:00,Sydney,13.330000000000041,13.330000000000041,13.350000000000023,2.18,297,83,1028,7,0,0
721,2023-09-13 18:00:00,Sydney,13.010000000000048,12.360000000000014,13.010000000000048,2.68,299,79,1028,7,0,0
722,2023-09-13 21:00:00,Sydney,13.150000000000034,13.060000000000002,13.150000000000034,2.53,296,71,1029,8,0,0
723,2023-09-14 00:00:00,Sydney,19.870000000000005,19.870000000000005,19.870000000000005,1.35,338,41,1029,11,0,0
724,2023-09-14 03:00:00,Sydney,20.730000000000018,20.730000000000018,20.730000000000018,3.98,74,44,1027,12,0,0
725,2023-09-14 06:00:00,Sydney,19.54000000000002,19.54000000000002,19.54000000000002,4.39,58,51,1026,34,0,0
726,2023-09-14 09:00:00,Sydney,16.360000000000014,16.360000000000014,16.360000000000014,3.78,31,68,1027,83,0,0
727,2023-09-14 12:00:00,Sydney,15.25,15.25,15.25,3.34,359,70,1027,89,0,0
728,2023-09-14 15:00:00,Sydney,14.550000000000011,14.550000000000011,14.550000000000011,2.69,339,64,1026,100,0,0
729,2023-09-14 18:00:00,Sydney,14.129999999999995,14.129999999999995,14.129999999999995,2.58,321,54,1025,100,0,0
730,2023-09-14 21:00:00,Sydney,14.78000000000003,14.78000000000003,14.78000000000003,2.75,328,47,1026,100,0,0
731,2023-09-15 00:00:00,Sydney,21.379999999999995,21.379999999999995,21.379999999999995,2.98,3,34,1024,100,0,0
732,2023-09-15 03:00:00,Sydney,22.910000000000025,22.910000000000025,22.910000000000025,5.42,44,41,1022,100,0,0
733,2023-09-15 06:00:00,Sydney,21.680000000000007,21.680000000000007,21.680000000000007,6.93,45,52,1020,83,0,0
734,2023-09-15 09:00:00,Sydney,18.439999999999998,18.439999999999998,18.439999999999998,5.35,19,64,1021,7,0,0
735,2023-09-15 12:00:00,Sydney,17.460000000000036,17.460000000000036,17.460000000000036,2.28,352,61,1023,10,0,0
736,2023-09-15 15:00:00,Sydney,16.939999999999998,16.939999999999998,16.939999999999998,2.89,306,54,1022,5,0,0
737,2023-09-15 18:00:00,Sydney,16.05000000000001,16.05000000000001,16.05000000000001,3.15,307,56,1021,8,0,0
738,2023-09-15 21:00:00,Sydney,16.83000000000004,16.83000000000004,16.83000000000004,3.64,302,52,1022,8,0,0
739,2023-09-16 00:00:00,Sydney,25.129999999999995,25.129999999999995,25.129999999999995,3.93,289,32,1022,4,0,0
740,2023-09-16 03:00:00,Sydney,27.74000000000001,27.74000000000001,27.74000000000001,1.3,354,29,1019,0,0,0
741,2023-09-16 06:00:00,Sydney,26.650000000000034,26.650000000000034,26.650000000000034,1.54,349,36,1018,0,0,0
742,2023-09-16 09:00:00,Sydney,21.120000000000005,21.120000000000005,21.120000000000005,0.92,356,49,1019,1,0,0
743,2023-09-16 12:00:00,Sydney,19.980000000000018,19.980000000000018,19.980000000000018,2.28,265,46,1020,3,0,0
744,2023-09-16 15:00:00,Sydney,18.25,18.25,18.25,3.11,286,48,1020,3,0,0
745,2023-09-16 18:00:00,Sydney,16.80000000000001,16.80000000000001,16.80000000000001,3.33,278,53,1020,3,0,0
746,2023-09-16 21:00:00,Sydney,17.140000000000043,17.140000000000043,17.140000000000043,3.39,275,53,1022,3,0,0
747,2023-09-17 00:00:00,Sydney,23.83000000000004,23.83000000000004,23.83000000000004,3.45,263,35,1022,1,0,0
748,2023-09-17 03:00:00,Sydney,27.189999999999998,27.189999999999998,27.189999999999998,1.47,335,28,1019,0,0,0
749,2023-09-17 06:00:00,Sydney,24.879999999999995,24.879999999999995,24.879999999999995,3.38,47,39,1018,0,0,0
750,2023-09-17 09:00:00,Sydney,20.230000000000018,20.230000000000018,20.230000000000018,2.09,39,51,1021,0,0,0
751,2023-09-17 12:00:00,Sydney,18.32000000000005,18.32000000000005,18.32000000000005,2.89,360,56,1023,0,0,0
752,2023-09-17 15:00:00,Sydney,17.230000000000018,17.230000000000018,17.230000000000018,2.41,235,57,1022,0,0,0
753,2023-09-17 18:00:00,Sydney,15.890000000000043,15.890000000000043,15.890000000000043,1.31,241,72,1021,0,0,0
754,2023-09-17 21:00:00,Sydney,16.620000000000005,16.620000000000005,16.620000000000005,2.5,304,52,1022,0,0,0
755,2023-09-18 00:00:00,Sydney,23.510000000000048,23.510000000000048,23.510000000000048,2.87,11,37,1021,0,0,0
756,2023-09-18 03:00:00,Sydney,24.480000000000018,24.480000000000018,24.480000000000018,5.11,52,43,1017,0,0,0
757,2023-09-18 06:00:00,Sydney,22.220000000000027,22.220000000000027,22.220000000000027,6.41,49,55,1015,0,0,0
758,2023-09-18 09:00:00,Sydney,18.920000000000016,18.920000000000016,18.920000000000016,5.58,27,67,1016,0,0,0
759,2023-09-18 12:00:00,Sydney,18.410000000000025,18.410000000000025,18.410000000000025,3.07,352,61,1016,0,0,0
760,2023-09-13 15:00:00,Johannesburg,16.650000000000034,16.650000000000034,17.620000000000005,3.92,352,58,1023,0,0,0
761,2023-09-13 18:00:00,Johannesburg,16.5,16.189999999999998,16.5,4.01,359,51,1023,0,0,0
762,2023-09-13 21:00:00,Johannesburg,13.640000000000043,12.129999999999995,13.640000000000043,4.96,5,56,1024,0,0,0
763,2023-09-14 00:00:00,Johannesburg,10.189999999999998,10.189999999999998,10.189999999999998,4.18,348,65,1024,0,0,0
764,2023-09-14 03:00:00,Johannesburg,8.980000000000018,8.980000000000018,8.980000000000018,4.64,351,73,1023,0,0,0
765,2023-09-14 06:00:00,Johannesburg,10.510000000000048,10.510000000000048,10.510000000000048,5.0,344,66,1023,0,0,0
766,2023-09-14 09:00:00,Johannesburg,16.82000000000005,16.82000000000005,16.82000000000005,4.54,333,39,1021,0,0,0
767,2023-09-14 12:00:00,Johannesburg,20.870000000000005,20.870000000000005,20.870000000000005,3.64,306,27,1017,0,0,0
768,2023-09-14 15:00:00,Johannesburg,21.980000000000018,21.980000000000018,21.980000000000018,4.21,292,22,1015,0,0,0
769,2023-09-14 18:00:00,Johannesburg,18.560000000000002,18.560000000000002,18.560000000000002,3.7,334,31,1017,0,0,0
770,2023-09-14 21:00:00,Johannesburg,16.939999999999998,16.939999999999998,16.939999999999998,2.79,327,34,1018,0,0,0
771,2023-09-15 00:00:00,Johannesburg,15.82000000000005,15.82000000000005,15.82000000000005,2.18,327,36,1016,0,0,0
772,2023-09-15 03:00:00,Johannesburg,14.439999999999998,14.439999999999998,14.439999999999998,1.6,270,39,1017,0,0,0
773,2023-09-15 06:00:00,Johannesburg,16.82000000000005,16.82000000000005,16.82000000000005,2.64,283,33,1018,0,0,0
774,2023-09-15 09:00:00,Johannesburg,23.28000000000003,23.28000000000003,23.28000000000003,4.76,289,19,1016,0,0,0
775,2023-09-15 12:00:00,Johannesburg,27.29000000000002,27.29000000000002,27.29000000000002,4.67,270,9,1011,0,0,0
776,2023-09-15 15:00:00,Johannesburg,27.060000000000002,27.060000000000002,27.060000000000002,4.29,257,6,1010,0,0,0
777,2023-09-15 18:00:00,Johannesburg,21.910000000000025,21.910000000000025,21.910000000000025,0.92,284,9,1013,0,0,0
778,2023-09-15 21:00:00,Johannesburg,19.560000000000002,19.560000000000002,19.560000000000002,1.34,264,7,1014,0,0,0
779,2023-09-16 00:00:00,Johannesburg,17.390000000000043,17.390000000000043,17.390000000000043,3.34,233,7,1014,0,0,0
780,2023-09-16 03:00:00,Johannesburg,14.960000000000036,14.960000000000036,14.960000000000036,3.02,203,10,1014,0,0,0
781,2023-09-16 06:00:00,Johannesburg,16.700000000000045,16.700000000000045,16.700000000000045,3.02,200,10,1016,0,0,0
782,2023-09-16 09:00:00,Johannesburg,23.980000000000018,23.980000000000018,23.980000000000018,3.67,253,6,1014,0,0,0
783,2023-09-16 12:00:00,Johannesburg,26.590000000000032,26.590000000000032,26.590000000000032,4.9,242,5,1011,0,0,0
784,2023-09-16 15:00:00,Johannesburg,26.620000000000005,26.620000000000005,26.620000000000005,4.23,241,5,1009,0,0,0
785,2023-09-16 18:00:00,Johannesburg,21.600000000000023,21.600000000000023,21.600000000000023,3.36,205,8,1013,0,0,0
786,2023-09-16 21:00:00,Johannesburg,17.180000000000007,17.180000000000007,17.180000000000007,4.33,192,15,1016,0,0,0
787,2023-09-17 00:00:00,Johannesburg,14.100000000000023,14.100000000000023,14.100000000000023,3.24,175,23,1016,1,0,0
788,2023-09-17 03:00:00,Johannesburg,12.640000000000043,12.640000000000043,12.640000000000043,1.89,160,25,1016,0,0,0
789,2023-09-17 06:00:00,Johannesburg,14.140000000000043,14.140000000000043,14.140000000000043,2.8,123,24,1019,0,0,0
790,2023-09-17 09:00:00,Johannesburg,20.870000000000005,20.870000000000005,20.870000000000005,4.2,18,22,1017,1,0,0
791,2023-09-17 12:00:00,Johannesburg,24.450000000000045,24.450000000000045,24.450000000000045,4.99,352,16,1013,2,0,0
792,2023-09-17 15:00:00,Johannesburg,24.370000000000005,24.370000000000005,24.370000000000005,5.68,312,11,1013,1,0,0
793,2023-09-17 18:00:00,Johannesburg,18.24000000000001,18.24000000000001,18.24000000000001,6.66,15,44,1017,1,0,0
794,2023-09-17 21:00:00,Johannesburg,13.740000000000009,13.740000000000009,13.740000000000009,6.97,8,64,1019,0,0,0
795,2023-09-18 00:00:00,Johannesburg,11.400000000000034,11.400000000000034,11.400000000000034,5.81,13,75,1019,0,0,0
796,2023-09-18 03:00:00,Johannesburg,9.890000000000043,9.890000000000043,9.890000000000043,5.76,14,82,1020,13,0,0
797,2023-09-18 06:00:00,Johannesburg,10.260000000000048,10.260000000000048,10.260000000000048,6.63,5,79,1021,31,0,0
798,2023-09-18 09:00:00,Johannesburg,17.129999999999995,17.129999999999995,17.129999999999995,5.93,353,46,1019,15,0,0
799,2023-09-18 12:00:00,Johannesburg,22.670000000000016,22.670000000000016,22.670000000000016,5.04,338,29,1014,7,0,0
